title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,publisher_cleaned,release_date,ISBN_13
Python Programming for Beginners: A Kid's Guide to Coding Fundamentals,Patricia Foster,14.4,198,4.7,93,77%,18%,5%,0%,0%,7.5 x 0.75 x 9 inches,3.53 ounces,English,"Rockridge Press (November 3, 2020)",Rockridge Press,"November 3, 2020",978-1646113880
"Learn Python: This Book Includes: Crash Course and Coding. A Guide to Master Python, Data Science and Analysis. Advanced Methods to Learn How to Create Codes with This Machine Learning Tool",Eric Wall,18.99,262,4.8,169,90%,5%,3%,1%,0%,6 x 0.6 x 9 inches,1.01 pounds,English,"Independently published (November 1, 2020)",Independently published,"November 1, 2020",979-8556824027
Practical Deep Learning for Computer Vision with Python,David Landup,79,601,5,3,100%,0%,0%,0%,0%,7.44 x 1.36 x 9.69 inches,2.89 pounds,English,"Independently published (September 15, 2022)",Independently published,"September 15, 2022",979-8352808191
"Continuous Delivery with Docker and Jenkins: Create secure applications by building complete CI/CD pipelines, 2nd Edition",Rafal Leszko,46.99,350,4.4,80,60%,28%,10%,2%,0%,7.5 x 0.79 x 9.25 inches,1.33 pounds,English,"Packt Publishing; 2nd edition (May 31, 2019)",Packt Publishing; 2nd edition,"May 31, 2019",978-1838552183
PCEP-certified Entry-Level Python Programmer Exam-Prep: Over 6 Mock Tests and 390+ realistic questions to get you PCEP certified on your 1st attempt,Abound Academy,41.43,408,4.2,12,71%,12%,0%,0%,18%,8.5 x 0.96 x 11 inches,2.55 pounds,English,"Independently published (November 17, 2022)",Independently published,"November 17, 2022",979-8364281784
"Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications, 2nd Edition",Alan D. Moore,39.99,664,4.4,62,66%,15%,13%,6%,0%,7.5 x 1.5 x 9.25 inches,2.48 pounds,English,"Packt Publishing; 2nd ed. edition (October 28, 2021)",Packt Publishing; 2nd ed. edition,"October 28, 2021",978-1801815925
"Microservice APIs: Using Python, Flask, FastAPI, OpenAPI and more",Jose Haro Peralta,59.99,440,4.5,9,69%,16%,15%,0%,0%,7.38 x 1.06 x 9.25 inches,1.12 pounds,English,"Manning (January 10, 2023)",Manning,"January 10, 2023",978-1617298417
Coding for Kids: Python: Learn to Code with 50 Awesome Games and Activities,Adrienne Tacke,12.73,232,4.6,"1,512",73%,17%,6%,2%,2%,7.5 x 0.64 x 9.25 inches,1.21 pounds,English,"Rockridge Press (March 19, 2019)",Rockridge Press,"March 19, 2019",978-1641521758
Python Pocket Reference: Python In Your Pocket (Pocket Reference (O'Reilly)),Mark Lutz,13.79,262,4.5,845,70%,19%,6%,2%,2%,4.25 x 0.5 x 7 inches,6.6 ounces,English,"O'Reilly Media; Fifth edition (March 11, 2014)",O'Reilly Media; Fifth edition,"March 11, 2014",978-1449357016
El lenguaje de programación Python de principio a fin (Spanish Edition),Angel Pablo Hinojosa Gutiérrez,20.58,744,4.8,17,81%,19%,0%,0%,0%,6.89 x 1.68 x 9.37 inches,3.19 pounds,Spanish,"Independently published (July 13, 2022)",Independently published,"July 13, 2022",979-8840562086
Become an Awesome Software Architect: Book 1: Foundation 2019,Anatoly Volkhover,49.99,190,4.2,87,56%,22%,11%,2%,8%,7.5 x 0.43 x 9.25 inches,12 ounces,English,"Independently published (October 7, 2019)",Independently published,"October 7, 2019",978-1697271065
Introduction to Radar With Python and Matlab,Lee Andrew Harrison,159,464,4.2,12,55%,21%,12%,12%,0%,6.3 x 1.3 x 9.2 inches,2 pounds,English,"Artech House (October 31, 2019)",Artech House,"October 31, 2019",978-1630815974
Python for Tweens and Teens - 2nd Edition (Black & White Version): Learn Computational and Algorithmic Thinking,Aristides Bouras,34.99,360,4.5,61,70%,19%,6%,3%,3%,8.5 x 0.82 x 11 inches,2.03 pounds,English,"Independently published (February 28, 2022)",Independently published,"February 28, 2022",979-8411806373
Game Development Using Python,James R. Parker PhD,69.95,338,4.7,5,75%,25%,0%,0%,0%,7 x 0.7 x 9 inches,11.7 ounces,English,"Mercury Learning and Information; 2nd edition (February 8, 2021)",Mercury Learning and Information; 2nd edition,"February 8, 2021",978-1683926276
Guide to Programming with Python,Michael Dawson,6.04,496,4.1,12,57%,7%,25%,12%,0%,7.25 x 1 x 9.25 inches,1.9 pounds,English,"Cengage Learning; 1st edition (March 13, 2007)",Cengage Learning; 1st edition,"March 13, 2007",978-1423901129
Scaling Python with Ray: Adventures in Cloud and Serverless Patterns,"Holden Karau, Boris Lublinsky",59.29,266,5,2,100%,0%,0%,0%,0%,6.9 x 0.7 x 9.1 inches,15.5 ounces,English,"O'Reilly Media; 1st edition (January 3, 2023)",O'Reilly Media; 1st edition,"January 3, 2023",978-1098118808
"The Python Bible 7 in 1: Volumes One To Seven (Beginner, Intermediate, Data Science, Machine Learning, Finance, Neural Networks, Computer Vision)",Florian Dedov,39.99,507,4.5,150,75%,13%,6%,3%,4%,5 x 1.27 x 8 inches,1.2 pounds,English,"Independently published (March 23, 2020)",Independently published,"March 23, 2020",979-8629849124
"Architecture Patterns with Python: Enabling Test-Driven Development, Domain-Driven Design, and Event-Driven Microservices","Harry Percival, Bob Gregory",45.49,304,4.6,390,75%,15%,6%,2%,2%,6.75 x 0.5 x 9 inches,1.07 pounds,English,"O'Reilly Media; 1st edition (March 31, 2020)",O'Reilly Media; 1st edition,"March 31, 2020",978-1492052203
Mastering Financial Pattern Recognition: Finding and Back-Testing Candlestick Patterns with Python,Sofien Kaabar,54,288,4.1,12,63%,19%,0%,8%,11%,7.25 x 0.75 x 9.5 inches,1.03 pounds,English,"O'Reilly Media; 1st edition (November 22, 2022)",O'Reilly Media; 1st edition,"November 22, 2022",978-1098120474
Python in a Nutshell: A Desktop Quick Reference,"Alex Martelli, Anna Ravenscroft, Steve Holden, Paul McGuire",79.99,600,4.5,35,76%,12%,4%,0%,8%,5.98 x 0.2 x 9.02 inches,1.11 pounds,English,"O'Reilly Media; 4th edition (January 31, 2023)",O'Reilly Media; 4th edition,"January 31, 2023",978-1098113551
"Deep Learning with Python, Second Edition",Francois Chollet,39.49,504,4.7,197,83%,8%,3%,2%,3%,7.38 x 1.4 x 9.25 inches,3.53 ounces,English,"Manning; 2nd edition (December 21, 2021)",Manning; 2nd edition,"December 21, 2021",978-1617296864
"Learning Python, 5th Edition",Mark Lutz,58.55,1643,4.5,"1,724",74%,14%,7%,3%,3%,7 x 2.8 x 9.19 inches,4.95 pounds,English,"O'Reilly Media; Fifth edition (July 30, 2013)",O'Reilly Media; Fifth edition,"July 30, 2013",978-1449355739
Python Programming Language,Berajah Jayne,7.95,6,4.6,"1,505",75%,17%,6%,1%,1%,8.5 x 0.06 x 11 inches,12 ounces,English,"QuickStudy Reference Guides; First Edition, New (May 1, 2019)","QuickStudy Reference Guides; First Edition, New","May 1, 2019",978-1423241881
The Big Book of Small Python Projects: 81 Easy Practice Programs,Al Sweigart,25.49,432,4.5,145,76%,13%,5%,1%,5%,7.06 x 0.99 x 9.25 inches,1.75 pounds,English,"No Starch Press (June 25, 2021)",No Starch Press,"June 25, 2021",978-1718501249
"Mastering Reinforcement Learning with Python: Build next-generation, self-learning models using reinforcement learning techniques and best practices",Enes Bilgin,46.99,544,4.5,36,71%,17%,8%,4%,0%,7.5 x 1.23 x 9.25 inches,2.04 pounds,English,"Packt Publishing (December 18, 2020)",Packt Publishing,"December 18, 2020",978-1838644147
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition","Joseph Howse, Joe Minichino",36.99,372,4.3,87,60%,21%,8%,8%,3%,7.5 x 0.84 x 9.25 inches,1.41 pounds,English,"Packt Publishing (February 20, 2020)",Packt Publishing,"February 20, 2020",978-1789531619
Ace the Data Science Interview,Skov Bash,19.49,180,1,1,100%,0%,0%,0%,0%,6 x 0.41 x 9 inches,8.8 ounces,English,"Independently published (November 29, 2022)",Independently published,"November 29, 2022",979-8366176859
"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control","Steven L. Brunton, J. Nathan Kutz",64.99,614,4.8,33,91%,5%,4%,0%,0%,7 x 1.25 x 10 inches,3.09 pounds,English,"Cambridge University Press; 2nd edition (July 28, 2022)",Cambridge University Press; 2nd edition,"July 28, 2022",978-1009098489
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data,Nathan George,51.99,620,4.8,24,85%,6%,9%,0%,0%,7.5 x 1.4 x 9.25 inches,2.32 pounds,English,"Packt Publishing (September 30, 2021)",Packt Publishing,"September 30, 2021",978-1801071970
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,Chip Huyen,32.23,386,4.7,186,80%,13%,6%,1%,1%,7 x 0.75 x 9 inches,1.36 pounds,English,"O'Reilly Media; 1st edition (June 21, 2022)",O'Reilly Media; 1st edition,"June 21, 2022",978-1098107963
"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines","Chris Fregly, Antje Barth",31.99,521,4.4,159,71%,14%,6%,6%,3%,7 x 1.25 x 9.25 inches,1.82 pounds,English,"O'Reilly Media; 1st edition (May 11, 2021)",O'Reilly Media; 1st edition,"May 11, 2021",978-1492079392
Getting Started with Data Science: Making Sense of Data with Analytics (IBM Press),Murtaza Haider,43.14,608,4.5,101,72%,13%,7%,4%,3%,1.4 x 6.9 x 8.9 inches,2.16 pounds,English,"IBM Press; 1st edition (December 13, 2015)",IBM Press; 1st edition,"December 13, 2015",978-0133991024
How to Lead in Data Science,"Jike Chong, Yue Cathy Chang",43.49,512,4.8,32,88%,6%,6%,0%,0%,7.38 x 1.1 x 9.25 inches,2.07 pounds,English,"Manning (December 21, 2021)",Manning,"December 21, 2021",978-1617298899
Fundamentals of Data Engineering: Plan and Build Robust Data Systems,"Joe Reis, Matt Housley",48.99,446,4.9,91,94%,5%,1%,0%,0%,7 x 1 x 9.25 inches,1.57 pounds,English,"O'Reilly Media; 1st edition (July 26, 2022)",O'Reilly Media; 1st edition,"July 26, 2022",978-1098108304
Data Structures the Fun Way: An Amusing Adventure with Coffee-Filled Examples,Jeremy Kubica,39.99,304,5,1,100%,0%,0%,0%,0%,7 x 0.7 x 9.2 inches,13 ounces,English,"No Starch Press (November 8, 2022)",No Starch Press,"November 8, 2022",978-1718502604
"Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks",Jonathan Schwabish,25.98,464,4.4,263,72%,13%,7%,2%,6%,7.25 x 1 x 9.25 inches,2.5 pounds,English,"Columbia University Press (February 9, 2021)",Columbia University Press,"February 9, 2021",978-0231193115
Think Like a Data Scientist: Tackle the data science process step-by-step,Brian Godsey,29.59,328,4.5,33,59%,33%,6%,2%,0%,7.38 x 0.7 x 9.25 inches,1.47 pounds,English,"Manning; 1st edition (April 2, 2017)",Manning; 1st edition,"April 2, 2017",978-1633430273
The Self-Taught Computer Scientist: The Beginner's Guide to Data Structures & Algorithms,Cory Althoff,19.49,224,4.5,98,76%,9%,12%,2%,2%,7.38 x 0.51 x 9.25 inches,13.6 ounces,English,"Wiley; 1st edition (October 1, 2021)",Wiley; 1st edition,"October 1, 2021",978-1119724414
Practical Statistics for Data Scientists: 50 Essential Concepts,"Peter Bruce, Andrew Bruce",60,318,4.5,402,71%,15%,7%,2%,5%,6.75 x 0.5 x 9 inches,1.22 pounds,English,"O'Reilly Media; 1st edition (June 13, 2017)",O'Reilly Media; 1st edition,"June 13, 2017",978-1491952962
Data Conscience: Algorithmic Siege on our Humanity,"Brandeis Hill Marshall, Timnit Gebru",35.49,352,4.5,5,75%,25%,0%,0%,0%,7.1 x 0.9 x 9.1 inches,15.2 ounces,English,"Wiley; 1st edition (September 21, 2022)",Wiley; 1st edition,"September 21, 2022",978-1119821182
Algorithmic Finance: A Companion To Data Science,Christopher Hian-ann Ting,119.21,408,3.5,2,50%,50%,0%,0%,0%,6 x 1.15 x 9 inches,1.58 pounds,English,"WSPC (May 6, 2022)",WSPC,"May 6, 2022",978-9811238307
The Art of Statistics: How to Learn from Data,David Spiegelhalter,17.99,448,4.6,"2,906",73%,19%,6%,1%,2%,5.5 x 1.25 x 8.5 inches,13.3 ounces,English,"Basic Books (August 17, 2021)",Basic Books,"August 17, 2021",978-1541675704
Democracy's Data: The Hidden Stories in the U.S. Census and How to Read Them,Dan Bouk,25.49,384,4.6,10,73%,14%,14%,0%,0%,6.4 x 1.4 x 9.35 inches,1.4 pounds,English,"MCD (August 23, 2022)",MCD,"August 23, 2022",978-0374602543
Machine Learning with Quantum Computers (Quantum Science and Technology),"Maria Schuld, Francesco Petruccione",101.24,326,4.6,7,81%,19%,0%,0%,0%,6.14 x 0.75 x 9.21 inches,1.45 pounds,English,"Springer; 2nd ed. 2021 edition (October 18, 2021)",Springer; 2nd ed. 2021 edition,"October 18, 2021",978-3030830977
Machine Learning and Data Science Blueprints for Finance: From Building Trading Strategies to Robo-Advisors Using Python,"Hariom Tatsat, Sahil Puri, Brad Lookabaugh",44.49,432,4.3,54,66%,18%,6%,3%,7%,7 x 0.75 x 9 inches,1.45 pounds,English,"O'Reilly Media; 1st edition (December 1, 2020)",O'Reilly Media; 1st edition,"December 1, 2020",978-1492073055
Data Science on the Google Cloud Platform: Implementing End-to-End Real-Time Data Pipelines: From Ingest to Machine Learning,Valliappa Lakshmanan,50.99,459,4.8,16,90%,10%,0%,0%,0%,7 x 1 x 9.25 inches,1.61 pounds,English,"O'Reilly Media; 2nd edition (May 3, 2022)",O'Reilly Media; 2nd edition,"May 3, 2022",978-1098118952
Effective Data Science Infrastructure: How to make data scientists productive,Ville Tuulos,47.99,352,4.6,8,82%,18%,0%,0%,0%,7.38 x 0.8 x 9.25 inches,1.32 pounds,English,"Manning (August 16, 2022)",Manning,"August 16, 2022",978-1617299193
Data Juice: 101 Stories of How Organizations Are Squeezing Value from Available Data Assets,Douglas B. Laney,28.95,370,4.4,21,77%,6%,6%,11%,0%,6 x 0.84 x 9 inches,1.09 pounds,English,"Douglas B. Laney (June 29, 2022)",Douglas B. Laney,"June 29, 2022",978-1737169901
Text as Data: A New Framework for Machine Learning and the Social Sciences,"Justin Grimmer, Margaret E. Roberts, Brandon M. Stewart",35.99,360,4.7,24,72%,22%,6%,0%,0%,7 x 1 x 10 inches,1.55 pounds,English,"Princeton University Press (March 29, 2022)",Princeton University Press,"March 29, 2022",978-0691207551
Data Science and Machine Learning: Mathematical and Statistical Methods (Chapman & Hall/CRC Machine Learning & Pattern Recognition),"Dirk P. Kroese, Zdravko Botev, Thomas Taimre, Radislav Vaisman",80,510,4.8,37,84%,9%,7%,0%,0%,8.9 x 1.2 x 11 inches,3.73 pounds,English,"Chapman and Hall/CRC; 1st edition (November 22, 2019)",Chapman and Hall/CRC; 1st edition,"November 22, 2019",978-1138492530
Age of Invisible Machines: A Practical Guide to Creating a Hyperautomated Ecosystem of Intelligent Digital Workers,"Robb Wilson, Josh Tyson",24.33,288,4.8,46,91%,5%,3%,0%,0%,6.1 x 1.2 x 9.1 inches,1.05 pounds,English,"Wiley; 1st edition (September 27, 2022)",Wiley; 1st edition,"September 27, 2022",978-1119899921
The DATA Set Collection #2 (Boxed Set): A Case of the Clones; Invasion of the Insects; Out of Remote Control; Down the Brain Drain,"Ada Hopper, Graham Ross",16.89,512,4.9,37,89%,7%,4%,0%,0%,5.5 x 1.5 x 7.31 inches,1 pounds,English,"Little Simon; Boxed Set edition (September 15, 2020)",Little Simon; Boxed Set edition,"September 15, 2020",978-1534465350
The Data Science Design Manual (Texts in Computer Science),Steven S. Skiena,59.95,462,4.8,68,84%,11%,3%,2%,0%,7.2 x 1.1 x 9.4 inches,22.2 pounds,English,"Springer; 1st ed. 2017 edition (August 29, 2017)",Springer; 1st ed. 2017 edition,"August 29, 2017",978-3319554433
Can We Trust AI? (Johns Hopkins Wavelengths),"Rama Chellappa, Eric Niiler",16.95,224,5,1,0%,0%,0%,0%,0%,5 x 0.64 x 7 inches,8 ounces,English,"Johns Hopkins University Press (November 15, 2022)",Johns Hopkins University Press,"November 15, 2022",978-1421445304
The Basics of Data Literacy: Helping Your Students (And You!) Make Sense of Data - PB343X,"Michael Bowen, Anthony Bartley",287.14,166,4.6,6,85%,15%,0%,0%,0%,8.55 x 0.45 x 11 inches,1.15 pounds,English,"National Science Teachers Association - NSTA Press (November 15, 2013)",National Science Teachers Association - NSTA Press,"November 15, 2013",978-1938946035
Mathematics for Machine Learning,Marc Peter Deisenroth,48.99,398,4.7,608,80%,13%,3%,2%,2%,7 x 0.92 x 10 inches,1.76 pounds,English,"Cambridge University Press; 1st edition (April 23, 2020)",Cambridge University Press; 1st edition,"April 23, 2020",978-1108455145
The Art of Data Science,"Roger Peng, Elizabeth Matsui",20,170,4.6,50,74%,18%,5%,3%,0%,5.98 x 0.43 x 9.02 inches,9.1 ounces,English,"Lulu.com; null edition (June 8, 2016)",Lulu.com; null edition,"June 8, 2016",978-1365061462
The Enterprise Big Data Lake: Delivering the Promise of Big Data and Data Science,Alex Gorelik,38.84,224,4.3,72,59%,21%,10%,5%,4%,7 x 0.4 x 9.1 inches,1.47 pounds,English,"O'Reilly Media; 1st edition (March 21, 2019)",O'Reilly Media; 1st edition,"March 21, 2019",978-1491931554
Making Numbers Count: The Art and Science of Communicating Numbers,"Chip Heath, Karla Starr",11.99,208,4.4,476,63%,22%,10%,3%,3%,5.5 x 0.7 x 8.38 inches,3.53 ounces,English,"Avid Reader Press / Simon & Schuster (January 11, 2022)",Avid Reader Press / Simon & Schuster,"January 11, 2022",978-1982165444
Foundations of Statistics for Data Scientists: With R and Python (Chapman & Hall/CRC Texts in Statistical Science),"Alan Agresti, Maria Kateri",99.95,468,3.6,7,49%,17%,17%,17%,0%,7.1 x 1.2 x 9.9 inches,3 pounds,English,"Chapman and Hall/CRC; 1st edition (November 30, 2021)",Chapman and Hall/CRC; 1st edition,"November 30, 2021",978-0367748456
"Business Intelligence, Analytics, and Data Science: A Managerial Perspective","Ramesh Sharda, Dursun Delen, Efraim Turban",111.99,512,4.5,280,77%,8%,7%,2%,6%,9.8 x 7.8 x 0.7 inches,2.03 pounds,English,"Pearson; 4th edition (January 13, 2017)",Pearson; 4th edition,"January 13, 2017",978-0134633282
Quantum Machine Learning: An Applied Approach: The Theory and Application of Quantum Machine Learning in Science and Industry,Santanu Ganguly,49.48,572,4.1,10,60%,13%,13%,13%,0%,7.01 x 1.29 x 10 inches,2.37 pounds,English,"Apress; 1st ed. edition (July 30, 2021)",Apress; 1st ed. edition,"July 30, 2021",978-1484270974
Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,21.49,576,4.6,"5,517",75%,16%,5%,1%,2%,6 x 1.9 x 9 inches,1.99 pounds,English,"Avid Reader Press / Simon & Schuster; 1st edition (November 30, 2021)",Avid Reader Press / Simon & Schuster; 1st edition,"November 30, 2021",978-1982160272
Functional Aesthetics for Data Visualization,"Vidya Setlur, Bridget Cogley",36.61,313,4.8,5,75%,25%,0%,0%,0%,7.5 x 0.75 x 9.25 inches,1.5 pounds,English,"Wiley; 1st edition (September 21, 2022)",Wiley; 1st edition,"September 21, 2022",978-1119810087
"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data",EMC Education Services,54.99,432,4.4,194,69%,16%,7%,3%,6%,7.3 x 1 x 9.4 inches,2.41 pounds,English,"Wiley; 1st edition (January 27, 2015)",Wiley; 1st edition,"January 27, 2015",978-1118876138
Emotional Data,Abby Jame,4.99,24,5,3,100%,0%,0%,0%,0%,6.6 x 0.25 x 10.2 inches,5.3 ounces,English,"Silver Sprocket (November 1, 2021)",Silver Sprocket,"November 1, 2021",978-1945509469
"The ABCs of Data Science: By Real Data Scientists, For Future Data Scientists (Very Young Professionals)","Rikin Mathur, Varun Bhartia, Raamin Mostaghimi",14.99,31,4.7,26,82%,9%,9%,0%,0%,8.5 x 0.08 x 8.5 inches,3.52 ounces,English,"Very Young Professionals; Illustrated edition (October 6, 2020)",Very Young Professionals; Illustrated edition,"October 6, 2020",978-1734276305
AI at the Edge: Solving Real-World Problems with Embedded Machine Learning,"Daniel Situnayake, Jenny Plunkett",69.99,450,4.3,27,67%,9%,13%,5%,5%,7 x 0.2 x 9 inches,1.11 pounds,English,"O'Reilly Media; 1st edition (February 21, 2023)",O'Reilly Media; 1st edition,"February 21, 2023",978-1098120207
Cybersecurity Data Science: Best Practices in an Emerging Profession,"Scott Mongeau, Andrzej Hajdasinski",165.8,415,4,1,100%,0%,0%,0%,0%,6.14 x 0.94 x 9.21 inches,1.74 pounds,English,"Springer; 1st ed. 2021 edition (October 3, 2021)",Springer; 1st ed. 2021 edition,"October 3, 2021",978-3030748951
Statistical Inference via Data Science: A ModernDive into R and the Tidyverse: A ModernDive into R and the Tidyverse (Chapman & Hall/CRC The R Series),"Chester Ismay, Albert Y. Kim",55.97,430,4.4,29,73%,11%,6%,5%,5%,7 x 0.93 x 10 inches,1.74 pounds,English,"Chapman and Hall/CRC; 1st edition (December 13, 2019)",Chapman and Hall/CRC; 1st edition,"December 13, 2019",978-0367409821
Responsible Data Science: Transparency and Fairness in Algorithms,"Peter C. Bruce, Grant Fleming",19.89,304,3.8,8,69%,31%,0%,0%,0%,7.3 x 0.7 x 9.1 inches,1.12 pounds,English,"Wiley; 1st edition (May 11, 2021)",Wiley; 1st edition,"May 11, 2021",978-1119741756
"Practical Data Science with R, Second Edition","Nina Zumel, John Mount",35.74,483,4.5,36,71%,14%,11%,5%,0%,7.38 x 1.2 x 9.25 inches,2.29 pounds,English,"Manning; 2nd edition (December 7, 2019)",Manning; 2nd edition,"December 7, 2019",978-1617295874
"High-Dimensional Probability: An Introduction with Applications in Data Science (Cambridge Series in Statistical and Probabilistic Mathematics, Series Number 47)",Roman Vershynin,63.88,296,4.7,65,87%,5%,4%,4%,0%,7 x 0.69 x 10 inches,1.57 pounds,English,"Cambridge University Press; 1st edition (September 27, 2018)",Cambridge University Press; 1st edition,"September 27, 2018",978-1108415194
Power and Prediction: The Disruptive Economics of Artificial Intelligence,"Ajay Agrawal, Joshua Gans, Avi Goldfarb",27,288,4.4,15,84%,16%,0%,0%,0%,6.5 x 1.25 x 9.75 inches,1.1 pounds,English,"Harvard Business Review Press (November 15, 2022)",Harvard Business Review Press,"November 15, 2022",978-1647824198
The Little Book of Data Science Tricks: 100+ Techniques to Elevate Your Data Science Skills,Maverick Lin,4.99,59,5,2,100%,0%,0%,0%,0%,5.5 x 0.15 x 8.5 inches,4.5 ounces,English,"Independently published (June 20, 2020)",Independently published,"June 20, 2020",979-8655659063
Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Perez,14.99,432,4.7,"8,819",77%,15%,6%,1%,1%,5.65 x 1.45 x 8.35 inches,15.7 ounces,English,"Harry N. Abrams (March 2, 2021)",Harry N. Abrams,"March 2, 2021",978-1419735219
Data Quality Fundamentals: A Practitioner's Guide to Building Trustworthy Data Pipelines,"Barr Moses, Lior Gavish, Molly Vorwerck",46.99,308,4.6,11,75%,13%,13%,0%,0%,7 x 0.75 x 9 inches,1.15 pounds,English,"O'Reilly Media; 1st edition (October 11, 2022)",O'Reilly Media; 1st edition,"October 11, 2022",978-1098112042
Communicating with Data: The Art of Writing for Data Science,"Deborah Nolan, Sara Stoudt",51,352,4.6,6,78%,22%,0%,0%,0%,9.1 x 0.8 x 6.1 inches,1.29 pounds,English,"Oxford University Press; 1st edition (May 25, 2021)",Oxford University Press; 1st edition,"May 25, 2021",978-0198862758
Big Data Science in Finance,"Irene Aldridge, Marco Avellaneda",75.83,336,4.1,11,56%,20%,12%,12%,0%,7.3 x 1 x 10.2 inches,1.87 pounds,English,"Wiley; 1st edition (January 27, 2021)",Wiley; 1st edition,"January 27, 2021",978-1119602989
Hands-On Business Intelligence with DAX: Discover the intricacies of this powerful query language to gain valuable insights from your data,Ian Horne,36.99,402,4.7,17,76%,15%,9%,0%,0%,7.5 x 0.91 x 9.25 inches,1.52 pounds,English,"Packt Publishing (January 31, 2020)",Packt Publishing,"January 31, 2020",978-1838824303
Data Science Crash Course for Beginners with Python: Fundamentals and Practices with Python (Machine Learning & Data Science for Beginners),AI Publishing,23.48,314,5,10,100%,0%,0%,0%,0%,6 x 0.71 x 9 inches,14.9 ounces,English,"AI Publishing LLC (August 31, 2020)",AI Publishing LLC,"August 31, 2020",978-1734790146
Azure Data Scientist Associate Certification Guide: A hands-on guide to machine learning in Azure and passing the Microsoft Certified DP-100 exam,"Andreas Botsikas, Michael Hlobil",53.64,448,4.4,17,68%,14%,9%,9%,0%,7.5 x 1.01 x 9.25 inches,1.69 pounds,English,"Packt Publishing (December 3, 2021)",Packt Publishing,"December 3, 2021",978-1800565005
"Learn Power BI: A comprehensive, step-by-step guide for beginners to learn real-world business intelligence, 2nd Edition",Greg Deckler,37.21,458,4.4,39,62%,25%,7%,6%,0%,7.5 x 1.04 x 9.25 inches,1.73 pounds,English,"Packt Publishing; 2nd ed. edition (February 18, 2022)",Packt Publishing; 2nd ed. edition,"February 18, 2022",978-1801811958
The Hundred-Page Machine Learning Book,Andriy Burkov,31.99,160,4.6,839,80%,10%,4%,2%,3%,7.5 x 0.38 x 9.25 inches,13.8 ounces,English,"Andriy Burkov (January 13, 2019)",Andriy Burkov,"January 13, 2019",978-1999579500
Pattern Recognition and Machine Learning (Information Science and Statistics),Christopher M. Bishop,105.22,738,4.6,687,76%,13%,6%,3%,2%,7.7 x 1.3 x 10.2 inches,4.73 pounds,English,"Springer (August 17, 2006)",Springer,"August 17, 2006",978-0387310732
A Hands-On Introduction to Data Science,Chirag Shah,53.98,424,4.6,61,77%,12%,8%,2%,0%,7.4 x 1 x 9.7 inches,2.56 pounds,English,"Cambridge University Press; 1st edition (April 2, 2020)",Cambridge University Press; 1st edition,"April 2, 2020",978-1108472449
"Introducing Data Science: Big Data, Machine Learning, and more, using Python tools","Davy Cielen, Arno Meysman, Mohamed Ali",42.74,320,4.4,98,66%,20%,6%,3%,6%,7.38 x 0.8 x 9.25 inches,1.06 pounds,English,"Manning; 1st edition (May 23, 2016)",Manning; 1st edition,"May 23, 2016",978-1633430037
HBR Guide to Data Analytics Basics for Managers (HBR Guide Series),Harvard Business Review,14.19,256,4.5,388,71%,14%,11%,2%,3%,5 x 0.75 x 9 inches,10.4 ounces,English,"Harvard Business Review Press (April 3, 2018)",Harvard Business Review Press,"April 3, 2018",978-1633694286
"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps","Valliappa Lakshmanan, Sara Robinson, Michael Munn",36.99,408,4.6,263,73%,17%,6%,3%,1%,9.06 x 0.94 x 6.85 inches,1.45 pounds,English,"O'Reilly Media; 1st edition (November 10, 2020)",O'Reilly Media; 1st edition,"November 10, 2020",978-1098115784
Natural Language Processing with Transformers: Building Language Applications with Hugging Face,"Lewis Tunstall, Leandro von Werra, Thomas Wolf",55.91,406,4.6,119,78%,13%,2%,3%,5%,7 x 0.84 x 9.19 inches,1.43 pounds,English,"O'Reilly Media; 1st edition (March 1, 2022)",O'Reilly Media; 1st edition,"March 1, 2022",978-9355420329
Feature Engineering and Selection (Chapman & Hall/CRC Data Science Series),"Max Kuhn, Kjell Johnson",41.16,314,4.5,65,74%,13%,8%,2%,4%,7.01 x 0.74 x 10 inches,5.51 pounds,English,"Routledge; 1st edition (June 30, 2021)",Routledge; 1st edition,"June 30, 2021",978-1032090856
Humble Pi: When Math Goes Wrong in the Real World,Matt Parker,15.3,336,4.6,"1,338",72%,18%,7%,1%,1%,5.41 x 0.86 x 8.24 inches,9.6 ounces,English,"Riverhead Books (January 19, 2021)",Riverhead Books,"January 19, 2021",978-0593084694
